6768,-8180.42,-62.4382,
6767.82,-8180.51,-62.4387,
6767.46,-8180.68,-62.439,
6767.28,-8180.76,-62.4384,
6767.1,-8180.85,-62.4373,
6766.73,-8181.02,-62.4362,
6766.37,-8181.18,-62.436,
6766.19,-8181.27,-62.4364,
6765.83,-8181.44,-62.4367,
6765.42,-8181.63,-62.4401,
6764.87,-8181.88,-62.4453,
6764.33,-8182.14,-62.4456,
6763.79,-8182.39,-62.4448,
6763.42,-8182.56,-62.4441,
6762.7,-8182.9,-62.4433,
6762.16,-8183.15,-62.4426,
6761.43,-8183.49,-62.4412,
6760.71,-8183.83,-62.4409,
6759.8,-8184.25,-62.4385,
6758.99,-8184.62,-62.4396,
6758.04,-8185.07,-62.4442,
6757.13,-8185.49,-62.4498,
6756.23,-8185.92,-62.4553,
6755.14,-8186.42,-62.4633,
6754.23,-8186.84,-62.4699,
6753.15,-8187.35,-62.4759,
6752.24,-8187.77,-62.4725,
6751.33,-8188.2,-62.4601,
6750.25,-8188.7,-62.4461,
6749.34,-8189.12,-62.4352,
6748.44,-8189.55,-62.4208,
6747.35,-8190.05,-62.4028,
6746.41,-8190.49,-62.3954,
6745.5,-8190.92,-62.393,
6744.6,-8191.34,-62.394,
6743.69,-8191.76,-62.3971,
6742.79,-8192.19,-62.4017,
6741.9,-8192.64,-62.4029,
6741.02,-8193.12,-62.4051,
6740.33,-8193.53,-62.4029,
6739.5,-8194.09,-62.3922,
6738.87,-8194.57,-62.3962,
6738.12,-8195.23,-62.4062,
6737.43,-8195.96,-62.3869,
6736.93,-8196.58,-62.3867,
6736.36,-8197.4,-62.3887,
6735.97,-8198.09,-62.3932,
6735.53,-8199,-62.3954,
6735.18,-8199.93,-62.3952,
6734.91,-8200.89,-62.4047,
6734.73,-8201.87,-62.4152,
6734.63,-8202.87,-62.4194,
6734.62,-8203.87,-62.4222,
6734.72,-8205.06,-62.4238,
6734.89,-8206.04,-62.4293,
6735.21,-8207.2,-62.4411,
6735.54,-8208.14,-62.4462,
6735.99,-8209.25,-62.4551,
6736.4,-8210.17,-62.4632,
6736.9,-8211.25,-62.4672,
6737.41,-8212.34,-62.4671,
6737.91,-8213.43,-62.4655,
6738.34,-8214.33,-62.4622,
6738.84,-8215.42,-62.4581,
6739.35,-8216.51,-62.454,
6739.86,-8217.59,-62.452,
6740.45,-8218.86,-62.4502,
6740.96,-8219.95,-62.4497,
6741.52,-8221.17,-62.4509,
6742.09,-8222.39,-62.4566,
6742.68,-8223.66,-62.4643,
6743.28,-8224.93,-62.4731,
6743.89,-8226.25,-62.4855,
6744.49,-8227.52,-62.4887,
6745.16,-8228.97,-62.4848,
6745.75,-8230.24,-62.4881,
6746.43,-8231.69,-62.4887,
6747.1,-8233.13,-62.4848,
6747.78,-8234.58,-62.4804,
6748.46,-8236.03,-62.4785,
6749.13,-8237.48,-62.4901,
6749.81,-8238.93,-62.4857,
6750.48,-8240.38,-62.4773,
6751.16,-8241.83,-62.4694,
6751.92,-8243.47,-62.4698,
6752.6,-8244.92,-62.4754,
6753.28,-8246.37,-62.4815,
6754.04,-8248,-62.4889,
6754.71,-8249.45,-62.4955,
6755.39,-8250.9,-62.5021,
6756.07,-8252.35,-62.5122,
6756.74,-8253.79,-62.5228,
6757.42,-8255.24,-62.5259,
6758.01,-8256.51,-62.5217,
6758.68,-8257.96,-62.5108,
6759.36,-8259.41,-62.5174,
6759.95,-8260.68,-62.5327,
6760.63,-8262.13,-62.5483,
6761.19,-8263.33,-62.558,
6761.86,-8264.77,-62.5675,
6762.45,-8266.04,-62.5703,
6763.04,-8267.31,-62.5746,
6763.63,-8268.58,-62.5739,
6764.23,-8269.85,-62.5692,
6764.82,-8271.11,-62.5739,
6765.49,-8272.56,-62.582,
6766,-8273.65,-62.587,
6766.59,-8274.92,-62.5803,
6767.2,-8276.21,-62.5636,
6767.7,-8277.3,-62.5536,
6768.13,-8278.21,-62.5477,
6768.46,-8278.93,-62.5465,
6769.06,-8280.2,-62.5513,
6768.63,-8279.29,-62.5481,
6768.97,-8280.02,-62.5505,
6769.39,-8280.92,-62.5551,
6769.65,-8281.47,-62.5586,
6769.99,-8282.19,-62.5644,
6770.41,-8283.1,-62.5735,
6770.75,-8283.82,-62.5813,
6771,-8284.37,-62.5873,
6771.34,-8285.09,-62.5936,
6771.84,-8286.18,-62.5965,
6772.1,-8286.72,-62.5965,
6772.44,-8287.45,-62.5943,
6772.77,-8288.17,-62.5916,
6773.03,-8288.71,-62.5896,
6773.45,-8289.62,-62.5907,
6773.87,-8290.53,-62.5944,
6774.29,-8291.43,-62.5985,
6774.72,-8292.34,-62.6041,
6775.31,-8293.6,-62.6124,
6775.9,-8294.87,-62.6207,
6776.41,-8295.96,-62.6277,
6777.08,-8297.41,-62.6318,
6777.76,-8298.86,-62.6314,
6778.52,-8300.49,-62.6278,
6779.36,-8302.3,-62.6251,
6779.84,-8303.31,-62.6239,
6781.6,-8305.71,-62.6094,
6782.37,-8306.35,-62.6126,
6784.88,-8307.56,-62.6293,
6786.45,-8307.84,-62.6324,
6788.44,-8307.74,-62.6319,
6789.6,-8307.45,-62.6287,
6791.07,-8306.83,-62.6235,
6791.83,-8306.48,-62.6208,
6794.13,-8305.41,-62.6124,
6793.94,-8305.5,-62.6128,
6795.03,-8304.99,-62.6093,
6795.94,-8304.57,-62.6072,
6797.03,-8304.06,-62.6057,
6797.93,-8303.64,-62.6041,
6798.75,-8303.26,-62.6,
6799.98,-8302.69,-62.5931,
6801.25,-8302.1,-62.5921,
6802.16,-8301.68,-62.5956,
6803.07,-8301.26,-62.6005,
6804.34,-8300.67,-62.6075,
6805.24,-8300.25,-62.612,
6806.15,-8299.83,-62.6084,
6807.24,-8299.32,-62.6004,
6808.51,-8298.73,-62.5915,
6809.41,-8298.31,-62.5849,
6810.32,-8297.89,-62.5853,
6811.41,-8297.39,-62.5948,
6812.31,-8296.97,-62.6032,
6812.68,-8296.8,-62.6064,
6814.39,-8296,-62.6197,
6814.39,-8296,-62.6197,
6815.12,-8295.66,-62.626,
6815.84,-8295.33,-62.6323,
6817.03,-8294.9,-62.6445,
6821.33,-8295.88,-62.6494,
6821.95,-8296.38,-62.6567,
6822.77,-8296.95,-62.6659,
6823.46,-8297.35,-62.6716,
6824.18,-8297.7,-62.6754,
6824.92,-8298,-62.676,
6825.68,-8298.25,-62.6742,
6826.46,-8298.44,-62.6713,
6827.25,-8298.56,-62.6673,
6828.04,-8298.64,-62.6632,
6828.84,-8298.66,-62.6606,
6829.64,-8298.63,-62.6604,
6830.44,-8298.53,-62.6611,
6831.22,-8298.38,-62.6608,
6831.99,-8298.17,-62.6603,
6832.75,-8297.91,-62.6598,
6833.48,-8297.6,-62.6587,
6834.19,-8297.24,-62.657,
6834.88,-8296.82,-62.6556,
6835.53,-8296.35,-62.6537,
6836.14,-8295.84,-62.6512,
6836.86,-8295.15,-62.6446,
6837.39,-8294.55,-62.6389,
6837.98,-8293.75,-62.634,
6838.5,-8292.9,-62.6274,
6838.95,-8292,-62.6272,
6839.31,-8291.07,-62.6349,
6839.49,-8290.5,-62.6388,
6839.52,-8290.4,-62.6397,
6839.52,-8290.4,-62.6397,
6839.29,-8285.16,-62.6466,
6839.35,-8284,-62.6507,
6839,-8283.06,-62.6401,
6838.66,-8282.34,-62.6338,
6838.16,-8281.47,-62.6311,
6837.71,-8280.81,-62.6288,
6837.21,-8280.19,-62.6274,
6836.39,-8279.32,-62.6259,
6835.93,-8278.93,-62.6259,
6835.3,-8278.44,-62.6236,
6834.64,-8277.99,-62.6208,
6833.95,-8277.58,-62.6185,
6833.06,-8277.14,-62.617,
6832.2,-8276.64,-62.6159,
6831.23,-8275.94,-62.6135,
6830.48,-8275.28,-62.6118,
6829.79,-8274.55,-62.6071,
6829.17,-8273.77,-62.6034,
6828.62,-8272.93,-62.6003,
6828.43,-8272.58,-62.5986,
6828.15,-8272.05,-62.5971,
6827.41,-8270.47,-62.5923,
6826.99,-8269.57,-62.5896,
6826.57,-8268.66,-62.5875,
6826.15,-8267.76,-62.5854,
6825.73,-8266.85,-62.5827,
6825.3,-8265.95,-62.5811,
6824.8,-8264.86,-62.5801,
6824.37,-8263.95,-62.5785,
6823.87,-8262.87,-62.5776,
6823.36,-8261.78,-62.5756,
6822.85,-8260.69,-62.5746,
6822.35,-8259.6,-62.5742,
6821.76,-8258.34,-62.5744,
6821.17,-8257.07,-62.5741,
6820.57,-8255.8,-62.5728,
6819.98,-8254.53,-62.5686,
6819.33,-8253.14,-62.5496,
6818.78,-8251.94,-62.5284,
6818.1,-8250.5,-62.4993,
6817.43,-8249.05,-62.4827,
6816.75,-8247.6,-62.4796,
6815.99,-8245.97,-62.4832,
6815.32,-8244.52,-62.4866,
6814.56,-8242.89,-62.4901,
6813.88,-8241.44,-62.4925,
6813.21,-8239.99,-62.4879,
6812.45,-8238.36,-62.4675,
6811.66,-8236.66,-62.4479,
6810.9,-8235.03,-62.4365,
6810.22,-8233.58,-62.4369,
6809.46,-8231.95,-62.4385,
6808.79,-8230.5,-62.4409,
6808.03,-8228.87,-62.4445,
6807.35,-8227.42,-62.4484,
6806.59,-8225.79,-62.4399,
6805.91,-8224.34,-62.4248,
6805.24,-8222.89,-62.4092,
6804.65,-8221.63,-62.3975,
6803.97,-8220.18,-62.3994,
6803.47,-8219.09,-62.4019,
6802.84,-8217.76,-62.4045,
6802.25,-8216.49,-62.4003,
6801.75,-8215.4,-62.3858,
6801.21,-8214.26,-62.3663,
6800.62,-8212.99,-62.3545,
6800.12,-8211.9,-62.35,
6799.61,-8210.82,-62.3471,
6799.19,-8209.91,-62.3455,
6798.68,-8208.82,-62.3475,
6798.26,-8207.92,-62.3479,
6797.75,-8206.83,-62.346,
6797.33,-8205.92,-62.3428,
6796.91,-8205.02,-62.3407,
6793.52,-8205.46,-62.3397,
6793.1,-8204.55,-62.3361,
6792.67,-8203.65,-62.3324,
6792.25,-8202.74,-62.3313,
6791.91,-8202.02,-62.335,
6791.49,-8201.11,-62.3394,
6791.07,-8200.2,-62.3443,
6790.64,-8199.3,-62.3507,
6790.22,-8198.39,-62.352,
6789.82,-8197.53,-62.357,
6789.31,-8196.44,-62.365,
6788.89,-8195.53,-62.3694,
6788.47,-8194.63,-62.3738,
6788.04,-8193.72,-62.3777,
6787.54,-8192.63,-62.3752,
6787.11,-8191.73,-62.3686,
6786.69,-8190.82,-62.362,
6786.27,-8189.92,-62.3564,
6785.76,-8188.83,-62.3519,
6785.34,-8187.93,-62.3503,
6784.92,-8187.02,-62.3477,
6784.49,-8186.11,-62.3451,
6784.16,-8185.39,-62.3428,
6783.73,-8184.48,-62.3402,
6783.31,-8183.58,-62.3406,
6782.89,-8182.67,-62.3439,
6782.5,-8181.9,-62.3505,
6782.08,-8181.22,-62.3572,
6781.59,-8180.59,-62.3624,
6781.04,-8180.01,-62.369,
6780.44,-8179.48,-62.3777,
6779.96,-8179.12,-62.3848,
6779.1,-8178.62,-62.3967,
6778.55,-8178.38,-62.4033,
6778,-8178.16,-62.4094,
6777.22,-8177.95,-62.4168,
6776.43,-8177.82,-62.4228,
6775.84,-8177.77,-62.4271,
6775.24,-8177.76,-62.4305,
6774.44,-8177.84,-62.4342,
6773.85,-8177.94,-62.4357,
6773.27,-8178.08,-62.4368,
6771.99,-8178.56,-62.4371,
6771.81,-8178.65,-62.437,
6771.08,-8178.99,-62.4372,
6770.36,-8179.33,-62.4338,
6769.45,-8179.75,-62.4339,
6768.73,-8180.09,-62.4366,
6767.82,-8180.51,-62.4387,
6766.73,-8181.02,-62.4362,
6765.83,-8181.44,-62.4367,
6764.69,-8181.97,-62.4457,
6763.6,-8182.47,-62.4442,
6762.52,-8182.98,-62.4427,
