0,9.98739e-31,-0.212936,0,0,6.65372e-39,
6831.81,-8314.79,-62.6769,6831.63,-8314.87,-62.6778,
0,9.98739e-31,-0.212936,0,0,6.65372e-39,
6779.31,-8207.32,-62.489,6779.13,-8207.4,-62.4859,
0,9.98739e-31,-0.212936,0,0,6.65372e-39,
6779.31,-8207.32,-62.489,6779.13,-8207.4,-62.4859,
0,9.98739e-31,-0.212936,0,0,6.65372e-39,
6779.31,-8207.32,-62.489,6779.13,-8207.4,-62.4859,
0,9.98739e-31,-0.212936,0,0,6.65372e-39,
6779.31,-8207.32,-62.489,6779.13,-8207.4,-62.4859,
6765.3,-8179.94,-62.4388,6765.12,-8180.02,-62.4447,
6779.13,-8207.4,-62.4859,6778.95,-8207.49,-62.4818,
6765.3,-8179.94,-62.4388,6765.12,-8180.02,-62.4447,
6766.55,-8182.82,-62.4268,6766.37,-8182.9,-62.4267,
6765.3,-8179.94,-62.4388,6765.12,-8180.02,-62.4447,
6766.55,-8182.82,-62.4268,6766.37,-8182.9,-62.4267,
6765.3,-8179.94,-62.4388,6765.12,-8180.02,-62.4447,
6766.55,-8182.82,-62.4268,6766.37,-8182.9,-62.4267,
6764.76,-8180.19,-62.4555,6764.58,-8180.28,-62.4614,
6766.19,-8182.99,-62.4266,6766.01,-8183.07,-62.4265,
6764.22,-8180.45,-62.4673,6764.03,-8180.53,-62.4672,
6765.64,-8183.24,-62.4264,6765.46,-8183.32,-62.4263,
6763.67,-8180.7,-62.466,6763.49,-8180.78,-62.4659,
6765.1,-8183.49,-62.4251,6764.92,-8183.58,-62.425,
6763.13,-8180.95,-62.4648,6762.95,-8181.04,-62.4647,
6764.56,-8183.75,-62.4249,6764.38,-8183.83,-62.4248,
6762.77,-8181.12,-62.4646,6762.59,-8181.21,-62.4645,
6764.2,-8183.91,-62.4247,6764.01,-8184,-62.4246,
6762.04,-8181.46,-62.4633,6761.86,-8181.55,-62.4622,
6763.47,-8184.25,-62.4244,6763.29,-8184.34,-62.4243,
6761.5,-8181.71,-62.462,6761.32,-8181.8,-62.4619,
6762.93,-8184.51,-62.4231,6762.75,-8184.59,-62.423,
6760.78,-8182.05,-62.4607,6760.59,-8182.14,-62.4606,
6762.2,-8184.84,-62.4228,6762.02,-8184.93,-62.4227,
6760.05,-8182.39,-62.4594,6759.87,-8182.48,-62.4593,
6761.48,-8185.18,-62.4225,6761.3,-8185.27,-62.4224,
6759.15,-8182.82,-62.4569,6758.96,-8182.9,-62.4569,
6760.57,-8185.6,-62.421,6760.39,-8185.69,-62.421,
6758.78,-8182.98,-62.4558,6758.61,-8183.07,-62.4537,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6756.76,-8182.27,-62.4727,6756.58,-8182.35,-62.4736,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6755.85,-8182.69,-62.4773,6755.67,-8182.77,-62.4782,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6754.95,-8183.11,-62.4819,6754.76,-8183.2,-62.4828,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6753.86,-8183.62,-62.4874,6753.68,-8183.7,-62.4893,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6752.95,-8184.04,-62.493,6752.77,-8184.12,-62.4939,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6751.86,-8184.54,-62.4985,6751.68,-8184.62,-62.4994,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6750.96,-8184.96,-62.501,6750.77,-8185.05,-62.5,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6750.05,-8185.38,-62.4966,6749.87,-8185.47,-62.4945,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6748.96,-8185.89,-62.4871,6748.78,-8185.97,-62.485,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6748.06,-8186.31,-62.4787,6747.87,-8186.39,-62.4776,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6747.15,-8186.73,-62.4713,6746.97,-8186.81,-62.4702,
6759.85,-8185.94,-62.4207,6759.81,-8185.96,-62.4207,
6746.77,-8188.59,-62.4193,6746.59,-8188.68,-62.4182,
6748.08,-8191.45,-62.3854,6747.9,-8191.53,-62.3833,
6745.87,-8189.01,-62.4159,6745.69,-8189.1,-62.4148,
6747.17,-8191.86,-62.3739,6746.99,-8191.95,-62.3739,
6744.96,-8189.43,-62.4125,6744.78,-8189.52,-62.4114,
6746.26,-8192.28,-62.3735,6746.08,-8192.37,-62.3744,
6744.05,-8189.85,-62.4091,6743.87,-8189.94,-62.409,
6745.35,-8192.7,-62.3781,6745.17,-8192.79,-62.379,
6743.15,-8190.28,-62.4076,6742.97,-8190.37,-62.4096,
6744.45,-8193.12,-62.3827,6744.27,-8193.21,-62.3836,
6742.25,-8190.72,-62.4183,6742.07,-8190.8,-62.4202,
6743.55,-8193.56,-62.3873,6743.37,-8193.64,-62.3842,
6741.17,-8191.25,-62.4278,6741,-8191.34,-62.4277,
6742.65,-8193.99,-62.3719,6742.47,-8194.08,-62.3758,
6740.29,-8191.71,-62.4255,6740.11,-8191.8,-62.4254,
6741.76,-8194.45,-62.3906,6741.59,-8194.56,-62.3895,
6739.58,-8192.07,-62.4222,6739.41,-8192.18,-62.4192,
6741.25,-8194.77,-62.3874,6741.08,-8194.88,-62.3864,
6738.58,-8192.74,-62.405,6738.42,-8192.86,-62.404,
6740.43,-8195.33,-62.3763,6740.27,-8195.45,-62.3733,
6737.94,-8193.22,-62.3999,6737.79,-8193.35,-62.4009,
6739.95,-8195.69,-62.3813,6739.8,-8195.82,-62.3923,
6737.04,-8194.01,-62.404,6736.9,-8194.15,-62.404,
6739.33,-8196.2,-62.4253,6739.19,-8196.34,-62.4143,
6736.23,-8194.89,-62.4013,6736.1,-8195.04,-62.4004,
6738.62,-8196.9,-62.3694,6738.49,-8197.05,-62.3705,
6735.62,-8195.68,-62.3997,6735.51,-8195.85,-62.3988,
6738.1,-8197.51,-62.3747,6737.97,-8197.66,-62.3757,
6735.07,-8196.52,-62.3982,6734.96,-8196.68,-62.3983,
6737.64,-8198.16,-62.379,6737.53,-8198.33,-62.3801,
6734.57,-8197.38,-62.4028,6734.48,-8197.56,-62.4049,
6737.32,-8198.67,-62.3823,6737.23,-8198.85,-62.3835,
6734.15,-8198.29,-62.4045,6734.07,-8198.47,-62.4016,
6736.95,-8199.38,-62.3879,6736.88,-8199.56,-62.389,
6733.78,-8199.21,-62.3963,6733.71,-8199.4,-62.3955,
6736.58,-8200.31,-62.3907,6736.53,-8200.5,-62.3929,
6733.4,-8200.35,-62.4084,6733.34,-8200.54,-62.4135,
6736.38,-8201.08,-62.3974,6736.33,-8201.27,-62.3986,
6733.14,-8201.32,-62.4223,6733.1,-8201.51,-62.4235,
6736.19,-8202.06,-62.4105,6736.16,-8202.26,-62.4127,
6732.94,-8202.7,-62.4199,6732.94,-8202.9,-62.4202,
6736.12,-8202.85,-62.4175,6736.11,-8203.05,-62.4187,
6732.96,-8203.9,-62.4225,6732.97,-8204.1,-62.4238,
6736.12,-8203.65,-62.4205,6736.13,-8203.85,-62.4208,
6733.13,-8205.28,-62.4244,6733.16,-8205.48,-62.4237,
6736.24,-8204.84,-62.4232,6736.27,-8205.04,-62.4235,
6733.34,-8206.26,-62.4269,6733.38,-8206.45,-62.4292,
6736.41,-8205.62,-62.4284,6736.47,-8205.81,-62.4307,
6733.71,-8207.61,-62.4421,6733.78,-8207.8,-62.4424,
6736.7,-8206.58,-62.4399,6736.76,-8206.77,-62.4422,
6734.03,-8208.55,-62.4436,6734.1,-8208.74,-62.444,
6737.04,-8207.52,-62.4485,6737.12,-8207.7,-62.4488,
6734.17,-8208.93,-62.4443,6734.21,-8209.03,-62.4444,
6737.5,-8208.63,-62.4544,6737.57,-8208.81,-62.4557,
6733.58,-8211.39,-62.4878,6733.66,-8211.57,-62.4881,
6737.81,-8209.36,-62.4557,6737.89,-8209.55,-62.456,
6734.08,-8212.48,-62.4898,6734.16,-8212.66,-62.4901,
6738.29,-8210.46,-62.4556,6738.38,-8210.64,-62.4559,
6734.59,-8213.56,-62.4917,6734.68,-8213.74,-62.492,
6738.78,-8211.56,-62.4555,6738.86,-8211.74,-62.4549,
6734.76,-8213.92,-62.4924,6734.84,-8214.08,-62.4926,
6739.1,-8212.29,-62.4548,6739.15,-8212.39,-62.455,
6734.76,-8213.92,-62.4924,6734.84,-8214.08,-62.4926,
6777.36,-8196.02,-62.4603,6777.45,-8196.2,-62.4606,
6734.76,-8213.92,-62.4924,6734.84,-8214.08,-62.4926,
6777.87,-8197.1,-62.4582,6777.96,-8197.28,-62.4556,
6737.91,-8217.15,-62.4608,6737.99,-8217.33,-62.4612,
6740.75,-8215.79,-62.4471,6740.84,-8215.97,-62.4464,
6738.41,-8218.24,-62.4628,6738.49,-8218.42,-62.4631,
6741.25,-8216.88,-62.442,6741.34,-8217.06,-62.4414,
6739,-8219.51,-62.4651,6739.08,-8219.69,-62.4654,
6741.84,-8218.15,-62.4353,6741.92,-8218.33,-62.4346,
6739.51,-8220.59,-62.47,6739.59,-8220.77,-62.4713,
6742.34,-8219.24,-62.4302,6742.43,-8219.42,-62.4296,
6740.02,-8221.68,-62.4749,6740.1,-8221.86,-62.4753,
6742.93,-8220.51,-62.4245,6743.01,-8220.69,-62.4238,
6739.22,-8223.59,-62.5026,6739.31,-8223.77,-62.5019,
6807.39,-8191.84,-62.4189,6807.47,-8192.02,-62.4122,
6739.82,-8224.85,-62.5038,6739.9,-8225.03,-62.5042,
6807.39,-8191.84,-62.4189,6807.47,-8192.02,-62.4122,
6740.41,-8226.12,-62.5061,6740.5,-8226.3,-62.5064,
6807.39,-8191.84,-62.4189,6807.47,-8192.02,-62.4122,
6741.05,-8227.48,-62.5106,6741.11,-8227.62,-62.5108,
6807.39,-8191.84,-62.4189,6807.47,-8192.02,-62.4122,
6741.6,-8228.68,-62.5137,6741.68,-8228.86,-62.514,
6807.39,-8191.84,-62.4189,6807.47,-8192.02,-62.4122,
6742.36,-8230.31,-62.5176,6742.44,-8230.5,-62.5179,
6807.39,-8191.84,-62.4189,6807.47,-8192.02,-62.4122,
6742.87,-8231.42,-62.5206,6742.95,-8231.6,-62.5209,
6807.39,-8191.84,-62.4189,6807.47,-8192.02,-62.4122,
6743.54,-8232.86,-62.5202,6743.63,-8233.04,-62.5195,
6754.18,-8227.62,-62.4026,6754.24,-8227.78,-62.4049,
6744.22,-8234.32,-62.5138,6744.3,-8234.5,-62.5131,
6754.18,-8227.62,-62.4026,6754.24,-8227.78,-62.4049,
6744.89,-8235.77,-62.5084,6744.97,-8235.95,-62.5077,
6754.18,-8227.62,-62.4026,6754.24,-8227.78,-62.4049,
6745.56,-8237.22,-62.505,6745.64,-8237.4,-62.5043,
6754.18,-8227.62,-62.4026,6754.24,-8227.78,-62.4049,
6746.24,-8238.67,-62.5056,6746.32,-8238.85,-62.5059,
6754.18,-8227.62,-62.4026,6754.24,-8227.78,-62.4049,
6746.92,-8240.11,-62.5071,6747,-8240.3,-62.5075,
6754.18,-8227.62,-62.4026,6754.24,-8227.78,-62.4049,
6747.59,-8241.56,-62.5087,6747.68,-8241.74,-62.5091,
6789.94,-8222.85,-62.5104,6790.02,-8223.03,-62.5117,
6749.96,-8243.03,-62.4851,6750.04,-8243.21,-62.4875,
6752.78,-8241.65,-62.4474,6752.87,-8241.83,-62.4467,
6750.47,-8244.11,-62.4971,6750.55,-8244.29,-62.4994,
6753.29,-8242.74,-62.4433,6753.38,-8242.92,-62.4426,
6751.15,-8245.56,-62.5137,6751.23,-8245.74,-62.515,
6753.97,-8244.18,-62.4389,6754.06,-8244.37,-62.4382,
6751.82,-8247.01,-62.5143,6751.91,-8247.19,-62.5136,
6754.65,-8245.63,-62.4485,6754.73,-8245.81,-62.4508,
6752.59,-8248.64,-62.5112,6752.67,-8248.82,-62.5105,
6755.41,-8247.26,-62.4664,6755.5,-8247.44,-62.4688,
6753.26,-8250.09,-62.5078,6753.35,-8250.27,-62.5081,
6756.09,-8248.71,-62.482,6756.17,-8248.89,-62.4843,
6753.94,-8251.53,-62.5074,6754.03,-8251.71,-62.5077,
6756.77,-8250.16,-62.4966,6756.85,-8250.34,-62.498,
6754.62,-8252.98,-62.519,6754.71,-8253.16,-62.5214,
6757.44,-8251.61,-62.5052,6757.53,-8251.79,-62.5056,
6755.3,-8254.43,-62.5346,6755.39,-8254.61,-62.537,
6758.12,-8253.06,-62.5108,6758.2,-8253.24,-62.5121,
6755.98,-8255.88,-62.5342,6756.06,-8256.06,-62.5336,
6758.79,-8254.51,-62.5174,6758.88,-8254.69,-62.5188,
6756.57,-8257.14,-62.5295,6756.66,-8257.33,-62.5288,
6759.38,-8255.78,-62.5147,6759.47,-8255.96,-62.513,
6757.25,-8258.59,-62.5311,6757.33,-8258.77,-62.5324,
6760.06,-8257.23,-62.4913,6760.14,-8257.41,-62.4886,
6757.92,-8260.04,-62.5427,6758.01,-8260.22,-62.544,
6760.74,-8258.67,-62.4919,6760.82,-8258.85,-62.4942,
6758.52,-8261.31,-62.553,6758.6,-8261.49,-62.5543,
6761.33,-8259.94,-62.5112,6761.42,-8260.12,-62.5135,
6759.19,-8262.76,-62.5646,6759.27,-8262.94,-62.5649,
6762.01,-8261.39,-62.5328,6762.1,-8261.57,-62.5351,
6758.34,-8264.56,-62.575,6758.42,-8264.75,-62.5754,
6762.18,-8261.75,-62.5384,6762.21,-8261.81,-62.5396,
6759.02,-8266.01,-62.5766,6759.1,-8266.19,-62.577,
6826.95,-8233.66,-62.4779,6827,-8233.77,-62.4711,
6759.61,-8267.28,-62.5779,6759.69,-8267.46,-62.5782,
6826.95,-8233.66,-62.4779,6827,-8233.77,-62.4711,
6760.2,-8268.54,-62.5792,6760.29,-8268.73,-62.5795,
6826.95,-8233.66,-62.4779,6827,-8233.77,-62.4711,
6760.8,-8269.81,-62.5815,6760.88,-8269.99,-62.5818,
6826.95,-8233.66,-62.4779,6827,-8233.77,-62.4711,
6761.39,-8271.08,-62.5838,6761.48,-8271.26,-62.5841,
6826.95,-8233.66,-62.4779,6827,-8233.77,-62.4711,
6761.99,-8272.35,-62.586,6762.07,-8272.53,-62.5864,
6826.95,-8233.66,-62.4779,6827,-8233.77,-62.4711,
6762.66,-8273.79,-62.5886,6762.75,-8273.97,-62.589,
6826.95,-8233.66,-62.4779,6827,-8233.77,-62.4711,
6763.17,-8274.88,-62.5906,6763.26,-8275.06,-62.5909,
6826.95,-8233.66,-62.4779,6827,-8233.77,-62.4711,
6763.77,-8276.15,-62.5859,6763.85,-8276.33,-62.5832,
6826.95,-8233.66,-62.4779,6827,-8233.77,-62.4711,
6765.71,-8276.75,-62.5357,6765.79,-8276.93,-62.5361,
6768.58,-8275.55,-62.5902,6768.67,-8275.73,-62.5865,
6766.22,-8277.84,-62.5397,6766.31,-8278.02,-62.541,
6769.02,-8276.45,-62.5698,6769.11,-8276.63,-62.5662,
6766.65,-8278.74,-62.5443,6766.74,-8278.92,-62.5447,
6769.54,-8277.53,-62.5498,6769.62,-8277.71,-62.5481,
6767.08,-8279.64,-62.548,6767.16,-8279.83,-62.5483,
6769.88,-8278.25,-62.5451,6769.97,-8278.43,-62.5454,
6767.59,-8280.73,-62.5519,6767.68,-8280.91,-62.5532,
6770.47,-8279.52,-62.5494,6770.56,-8279.7,-62.5497,
6767.16,-8279.83,-62.5483,6767.25,-8280.01,-62.5496,
6770.05,-8278.61,-62.5458,6770.14,-8278.79,-62.5471,
6767.51,-8280.55,-62.5516,6767.59,-8280.73,-62.5519,
6770.39,-8279.33,-62.5491,6770.47,-8279.52,-62.5494,
6767.93,-8281.45,-62.5562,6768.02,-8281.63,-62.5585,
6770.81,-8280.24,-62.5517,6770.9,-8280.42,-62.553,
6768.19,-8282,-62.5612,6768.27,-8282.18,-62.5635,
6771.07,-8280.78,-62.5537,6771.15,-8280.96,-62.555,
6768.52,-8282.72,-62.5685,6768.61,-8282.9,-62.5698,
6771.4,-8281.51,-62.559,6771.49,-8281.69,-62.5593,
6768.94,-8283.63,-62.5771,6769.03,-8283.81,-62.5785,
6771.83,-8282.41,-62.5686,6771.91,-8282.6,-62.5709,
6769.28,-8284.35,-62.5834,6769.36,-8284.53,-62.5858,
6772.17,-8283.14,-62.5769,6772.25,-8283.32,-62.5792,
6769.53,-8284.9,-62.5884,6769.62,-8285.08,-62.5907,
6772.42,-8283.68,-62.5839,6772.5,-8283.86,-62.5862,
6769.87,-8285.62,-62.5957,6769.95,-8285.8,-62.597,
6772.76,-8284.41,-62.5922,6772.84,-8284.59,-62.5915,
6770.37,-8286.71,-62.6057,6770.46,-8286.89,-62.608,
6773.26,-8285.49,-62.5862,6773.35,-8285.67,-62.5845,
6770.62,-8287.25,-62.6107,6770.71,-8287.43,-62.613,
6773.52,-8286.04,-62.5811,6773.6,-8286.22,-62.5795,
6770.96,-8287.98,-62.615,6771.05,-8288.16,-62.6143,
6773.85,-8286.76,-62.5744,6773.94,-8286.94,-62.5738,
6771.3,-8288.7,-62.6143,6771.38,-8288.88,-62.6146,
6774.19,-8287.49,-62.5687,6774.28,-8287.67,-62.5671,
6771.55,-8289.25,-62.6142,6771.63,-8289.43,-62.6146,
6774.45,-8288.03,-62.5637,6774.53,-8288.21,-62.564,
6771.97,-8290.15,-62.6139,6772.05,-8290.34,-62.6142,
6774.87,-8288.94,-62.5664,6774.95,-8289.12,-62.5687,
6772.39,-8291.06,-62.6135,6772.48,-8291.24,-62.6138,
6775.29,-8289.84,-62.575,6775.37,-8290.03,-62.5763,
6772.81,-8291.97,-62.6141,6772.9,-8292.15,-62.6145,
6775.71,-8290.75,-62.5826,6775.79,-8290.93,-62.5849,
6773.23,-8292.88,-62.6168,6773.32,-8293.06,-62.6171,
6776.12,-8291.66,-62.5912,6776.21,-8291.84,-62.5926,
6773.82,-8294.14,-62.621,6773.9,-8294.33,-62.6214,
6776.71,-8292.93,-62.6025,6776.8,-8293.11,-62.6049,
6774.41,-8295.41,-62.6253,6774.49,-8295.6,-62.6257,
6777.3,-8294.2,-62.6158,6777.38,-8294.38,-62.6181,
6774.91,-8296.5,-62.6283,6775,-8296.68,-62.6296,
6777.8,-8295.29,-62.6268,6777.89,-8295.47,-62.6271,
6775.59,-8297.95,-62.6289,6775.67,-8298.13,-62.6292,
6778.47,-8296.74,-62.6334,6778.56,-8296.92,-62.6347,
6776.27,-8299.4,-62.6265,6776.36,-8299.58,-62.6258,
6779.14,-8298.19,-62.637,6779.23,-8298.37,-62.6363,
6777.04,-8301.03,-62.6245,6777.12,-8301.21,-62.6238,
6779.9,-8299.82,-62.6309,6779.98,-8300,-62.6293,
6777.88,-8302.84,-62.6367,6777.96,-8303.02,-62.6381,
6780.74,-8301.64,-62.6142,6780.82,-8301.82,-62.6125,
6778.3,-8303.75,-62.6424,6778.38,-8303.92,-62.6437,
6781.15,-8302.55,-62.6058,6781.24,-8302.72,-62.6041,
6778.3,-8303.75,-62.6424,6778.38,-8303.92,-62.6437,
6781.15,-8302.55,-62.6058,6781.24,-8302.72,-62.6041,
6778.3,-8303.75,-62.6424,6778.38,-8303.92,-62.6437,
6781.15,-8302.55,-62.6058,6781.24,-8302.72,-62.6041,
6778.3,-8303.75,-62.6424,6778.38,-8303.92,-62.6437,
6781.15,-8302.55,-62.6058,6781.24,-8302.72,-62.6041,
6778.3,-8303.75,-62.6424,6778.38,-8303.92,-62.6437,
6795.85,-8174.14,-62.4267,6796.05,-8174.15,-62.425,
6778.3,-8303.75,-62.6424,6778.38,-8303.92,-62.6437,
6795.85,-8174.14,-62.4267,6796.05,-8174.15,-62.425,
6778.3,-8303.75,-62.6424,6778.38,-8303.92,-62.6437,
6795.85,-8174.14,-62.4267,6796.05,-8174.15,-62.425,
6792.49,-8307.92,-62.6289,6792.67,-8307.83,-62.629,
6791.16,-8305.05,-62.6117,6791.34,-8304.96,-62.6118,
6792.49,-8307.92,-62.6289,6792.67,-8307.83,-62.629,
6791.16,-8305.05,-62.6117,6791.34,-8304.96,-62.6118,
6794.65,-8306.88,-62.6219,6794.83,-8306.8,-62.6219,
6793.33,-8304.03,-62.6037,6793.51,-8303.94,-62.6028,
6794.47,-8306.97,-62.6228,6794.65,-8306.88,-62.6219,
6793.15,-8304.11,-62.6046,6793.33,-8304.03,-62.6037,
6795.55,-8306.46,-62.6213,6795.73,-8306.37,-62.6213,
6794.24,-8303.6,-62.5981,6794.42,-8303.52,-62.5972,
6796.46,-8306.03,-62.6227,6796.64,-8305.94,-62.6227,
6795.14,-8303.18,-62.5915,6795.32,-8303.09,-62.5906,
6797.54,-8305.51,-62.6261,6797.72,-8305.42,-62.6262,
6796.23,-8302.67,-62.584,6796.41,-8302.58,-62.5831,
6798.44,-8305.08,-62.6285,6798.62,-8305,-62.6296,
6797.13,-8302.24,-62.5774,6797.31,-8302.16,-62.5765,
6798.8,-8304.91,-62.6297,6798.98,-8304.83,-62.6298,
6797.67,-8301.99,-62.5747,6797.77,-8301.94,-62.5737,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
6749.92,-8196,-62.4422,6749.95,-8195.99,-62.4412,
6811.15,-8328.39,-62.6716,6811.31,-8328.32,-62.6727,
