bwlid,fwlid,blid,flid,blnid,flnid,bpid,fpid,bx,by,bh,fx,fy,fh,width,color,type
8970.0,9003.0,18835.0,18868.0,9731.0,9963.0,18965.0,18999.0,6827.3569024644,-8277.830089382003,-62.57279629378672,6821.539273548278,-8280.91088750835,-62.5905947251872,0.0,87.0,2.0
9004.0,9033.0,18869.0,18898.0,13791.0,8493.0,19000.0,19030.0,6819.116024499276,-8286.035769990109,-62.60469524397831,6819.877194896871,-8291.511301069648,-62.65266148943101,0.0,87.0,2.0
9034.0,9062.0,18899.0,18927.0,13338.0,8383.0,19031.0,19060.0,6822.102380269239,-8294.738075831361,-62.62925730663346,6827.077684127616,-8297.02214667033,-62.668564451580096,0.0,87.0,2.0
9063.0,9088.0,18928.0,18953.0,9621.0,9642.0,19061.0,19087.0,6825.3435211514625,-8269.941035542233,-62.564355463580796,6823.546046711742,-8266.018478798842,-62.559321964992705,0.0,87.0,2.0
9089.0,9115.0,18954.0,18980.0,9663.0,9685.0,19088.0,19115.0,6821.851371779337,-8262.456846638914,-62.5528712617006,6819.930787015315,-8258.367642883331,-62.547494905521944,0.0,87.0,2.0
9116.0,9150.0,18981.0,19015.0,7947.0,7976.0,19116.0,19151.0,6809.787159240566,-8236.43962041793,-62.430160264735605,6807.278790958045,-8231.08197859766,-62.4405317206174,0.0,87.0,2.0
9151.0,9184.0,19016.0,19049.0,7997.0,8025.0,19152.0,19186.0,6805.62344307612,-8227.53958373544,-62.452171861578336,6803.201603798075,-8222.313365402159,-62.39481492569621,0.0,87.0,2.0
9185.0,9218.0,19050.0,19083.0,170.0,201.0,19187.0,19221.0,6824.344929113369,-8228.037510799591,-62.464810986816246,6826.997389909527,-8233.774249790693,-62.471089764044336,0.1,87.0,1.0
9219.0,9276.0,19084.0,19141.0,4675.0,2301.0,19222.0,19280.0,6842.67215252643,-8251.95320064263,-62.53849419942253,6838.564554869456,-8243.165045608323,-62.541668038174976,0.1,87.0,1.0
9277.0,9335.0,19142.0,19200.0,5534.0,2084.0,19281.0,19340.0,6841.114538014726,-8264.00520164873,-62.53950937921309,6845.347692272582,-8273.037830376272,-62.55481950314788,0.1,87.0,1.0
9336.0,9389.0,19201.0,19254.0,5053.0,5102.0,19341.0,19395.0,6858.698886125071,-8292.913633605518,-62.176100590648275,6857.3120371684645,-8283.539148051446,-62.30236515150136,0.1,87.0,1.0
9390.0,9414.0,19255.0,19279.0,9052.0,9072.0,19396.0,19421.0,6781.677276384714,-8197.540369377111,-62.37085078402242,6783.431832586084,-8201.308766698778,-62.40658531963754,0.1,87.0,1.0
9415.0,9438.0,19280.0,19303.0,9017.0,9037.0,19422.0,19446.0,6778.708867205017,-8191.1657870892295,-62.39346457706915,6780.413380763862,-8194.825212550211,-62.40400056391036,0.1,87.0,1.0
9439.0,9461.0,19304.0,19326.0,14700.0,9001.0,19447.0,19470.0,6775.752945602582,-8184.816020453036,-62.387131381723066,6777.42207787791,-8188.40015118571,-62.384528156233046,0.1,87.0,1.0
9462.0,9497.0,19327.0,19362.0,9251.0,7814.0,19471.0,19507.0,6787.321584163567,-8188.355098253851,-62.353991471545214,6784.319749267255,-8181.850228137659,-62.34440828268907,0.1,87.0,1.0
9498.0,9538.0,19363.0,19403.0,18741.0,9231.0,19508.0,19549.0,6791.853870325227,-8198.14077947235,-62.38444952532927,6788.99099311285,-8191.956141309159,-62.400415467708626,0.1,87.0,1.0
9539.0,9561.0,19404.0,19426.0,7726.0,5904.0,19550.0,19573.0,6787.613658074425,-8176.731707536624,-62.46431310330263,6791.209888784116,-8175.069319785786,-62.47299724133336,0.1,87.0,1.0
9562.0,9583.0,19427.0,19448.0,5934.0,5953.0,19574.0,19596.0,6796.778036695469,-8174.284422378457,-62.43591412157912,6799.965810781397,-8177.085158353701,-62.42791888665852,0.1,87.0,1.0
9584.0,9647.0,19449.0,19512.0,5981.0,6035.0,19597.0,19661.0,6802.780302786152,-8182.086085848779,-62.43836532667956,6807.472319969978,-8192.017779207203,-62.41218351452835,0.1,87.0,1.0
9648.0,9673.0,19513.0,19538.0,12494.0,89.0,19662.0,19688.0,6815.69418874469,-8209.521940309294,-62.381582689091374,6817.496900542034,-8213.404429621976,-62.3945327926408,0.1,87.0,1.0
9674.0,9699.0,19539.0,19564.0,120.0,140.0,19689.0,19715.0,6820.052234319319,-8218.816072242895,-62.43327063280776,6821.849761766435,-8222.688673197445,-62.43820928579453,0.1,87.0,1.0
9700.0,9737.0,19565.0,19602.0,4244.0,4275.0,19716.0,19754.0,6824.327507025654,-8212.671554637784,-62.43488526450028,6821.613068390696,-8206.88198462307,-62.43749210363467,0.1,87.0,1.0
9738.0,9793.0,19603.0,19658.0,4143.0,4192.0,19755.0,19811.0,6832.876919056445,-8230.957110369527,-62.50672756321865,6828.603443393489,-8221.854281806045,-62.47635148394329,0.1,87.0,1.0
9794.0,9818.0,19659.0,19683.0,4193.0,4213.0,19812.0,19837.0,6828.603443393489,-8221.854281806045,-62.47635148394329,6826.882753902571,-8218.132181201314,-62.46268854994423,0.1,87.0,1.0
9819.0,9843.0,19684.0,19708.0,4624.0,4644.0,19838.0,19863.0,6846.97785059254,-8261.174366367717,-62.55711150586876,6845.208904386658,-8257.386237361261,-62.54728286767613,0.1,87.0,1.0
9844.0,9868.0,19709.0,19733.0,2152.0,4593.0,19864.0,19889.0,6851.215312286197,-8270.325017577587,-62.482579815350164,6849.501100605157,-8266.577755880602,-62.51985659736238,0.1,87.0,1.0
9869.0,9893.0,19734.0,19758.0,14894.0,1954.0,19890.0,19915.0,6832.583896444883,-8245.764184875297,-62.50963884146586,6834.378487205026,-8249.53483825308,-62.537461812537,0.1,87.0,1.0
9894.0,9918.0,19759.0,19783.0,1985.0,2005.0,19916.0,19941.0,6836.91246223554,-8254.978933092842,-62.53525650993606,6838.631622119113,-8258.671096397915,-62.533903134451975,0.1,87.0,1.0
9919.0,9942.0,19784.0,19807.0,2565.0,2583.0,19942.0,19966.0,6856.669311718494,-8302.475428044316,-62.2064237201962,6857.838241087864,-8298.578803802875,-62.192582364704776,0.1,87.0,1.0
9943.0,9964.0,19808.0,19829.0,2519.0,4969.0,19967.0,19989.0,6851.3016082448985,-8310.533904961741,-62.221207950438384,6853.944709050562,-8307.52107334986,-62.21110088590012,0.1,87.0,1.0
9965.0,9989.0,19830.0,19854.0,2472.0,2491.0,19990.0,20015.0,6843.301101936749,-8316.286724642683,-62.42216096771381,6846.8227887707535,-8314.27008913885,-62.303295570858154,0.1,87.0,1.0
9990.0,10014.0,19855.0,19879.0,2423.0,2443.0,20016.0,20041.0,6834.513624008771,-8320.702976441882,-62.596533455501685,6838.224552749755,-8318.863591747277,-62.52809704659103,0.1,87.0,1.0
10015.0,10038.0,19880.0,19903.0,2667.0,2393.0,20042.0,20066.0,6825.695839973237,-8324.938935570906,-62.70265205429769,6829.326667625728,-8323.199996636964,-62.65425535309487,0.1,87.0,1.0
10039.0,10063.0,19904.0,19928.0,14180.0,5186.0,20067.0,20092.0,6851.16919095829,-8285.663111553276,-62.5585406920477,6852.140734378496,-8289.677319397057,-62.53482690423516,0.1,87.0,1.0
10064.0,10087.0,19929.0,19952.0,5214.0,5233.0,20093.0,20117.0,6851.991438248808,-8295.529043748109,-62.50231426354867,6850.802146458597,-8299.406063937506,-62.51610731348637,0.1,87.0,1.0
10088.0,10110.0,19953.0,19975.0,5262.0,5281.0,20118.0,20141.0,6848.070128469485,-8304.589778713684,-62.50995727502277,6845.144014240913,-8307.386003280726,-62.56047825927817,0.1,87.0,1.0
10111.0,10135.0,19976.0,20000.0,18078.0,10190.0,20142.0,20167.0,6792.8591538077335,-8221.402117721569,-62.437616570192404,6794.615242791642,-8225.14748790978,-62.47434013598058,0.1,87.0,1.0
10136.0,10160.0,20001.0,20025.0,10220.0,10240.0,20168.0,20193.0,6797.047036589197,-8230.423533663587,-62.517771363584416,6798.771410923363,-8234.127546270049,-62.53541391998351,0.1,87.0,1.0
10161.0,10180.0,20026.0,20045.0,8850.0,10287.0,20194.0,20214.0,6801.3170525081705,-8239.604454385113,-62.491236241882234,6802.75141538929,-8242.615233715602,-62.49767555725066,0.1,87.0,1.0
10181.0,10203.0,20046.0,20068.0,17624.0,8581.0,20215.0,20238.0,6809.764843779628,-8257.694111893514,-62.49976184750494,6811.424269418316,-8261.241415561259,-62.51815040436759,0.1,87.0,1.0
10204.0,10228.0,20069.0,20093.0,10025.0,10044.0,20239.0,20264.0,6813.3239182952,-8265.280999153518,-62.52843907162469,6815.035903546174,-8268.96425609288,-62.542066087688,0.1,87.0,1.0
10229.0,10250.0,20094.0,20115.0,8646.0,15126.0,20265.0,20287.0,6816.903313200831,-8272.991456358612,-62.556310167919946,6818.520648459685,-8276.42759615772,-62.5795191682173,0.1,87.0,1.0
10251.0,10272.0,20116.0,20137.0,8383.0,8406.0,20288.0,20310.0,6827.077684127616,-8297.02214667033,-62.668564451580096,6831.201379655548,-8296.821282916006,-62.661714804430176,0.1,87.0,1.0
10273.0,10292.0,20138.0,20157.0,8442.0,14234.0,20311.0,20331.0,6836.162997660228,-8293.724655318125,-62.65297971254313,6837.992963002858,-8290.265378847671,-62.641419675320776,0.1,87.0,1.0
10293.0,10313.0,20158.0,20178.0,13946.0,14051.0,20332.0,20353.0,6838.020822061905,-8284.598911119658,-62.662048577089536,6836.129792910092,-8281.225948801077,-62.62661944627325,0.1,87.0,1.0
10314.0,10335.0,20179.0,20200.0,13992.0,9731.0,20354.0,20376.0,6831.385945897022,-8278.123751671523,-62.60749132291994,6827.3569024644,-8277.830089382003,-62.57279629378672,0.1,87.0,1.0
10336.0,10364.0,20201.0,20229.0,9964.0,8520.0,20377.0,20406.0,6821.539273548278,-8280.91088750835,-62.5905947251872,6819.116024499276,-8286.035769990109,-62.60469524397831,0.1,87.0,1.0
10365.0,10386.0,20230.0,20251.0,8494.0,13337.0,20407.0,20429.0,6819.877194896871,-8291.511301069648,-62.65266148943101,6822.102380269239,-8294.738075831361,-62.62925730663346,0.1,87.0,1.0
10387.0,10411.0,20252.0,20276.0,15177.0,9621.0,20430.0,20455.0,6827.105959074971,-8273.649350972202,-62.57007505340471,6825.3435211514625,-8269.941035542233,-62.564355463580796,0.1,87.0,1.0
10412.0,10434.0,20277.0,20299.0,9643.0,9662.0,20456.0,20479.0,6823.546046711742,-8266.018478798842,-62.559321964992705,6821.851371779337,-8262.456846638914,-62.5528712617006,0.1,87.0,1.0
10435.0,10457.0,20300.0,20322.0,9685.0,9704.0,20480.0,20503.0,6819.930787015315,-8258.367642883331,-62.547494905521944,6818.327713793356,-8254.84123930688,-62.542193162728836,0.1,87.0,1.0
10458.0,10481.0,20323.0,20346.0,17367.0,7947.0,20504.0,20528.0,6811.476060354946,-8240.068256180308,-62.4966740933196,6809.787159240566,-8236.43962041793,-62.430160264735605,0.1,87.0,1.0
10482.0,10504.0,20347.0,20369.0,7977.0,7996.0,20529.0,20552.0,6807.278790958045,-8231.08197859766,-62.4405317206174,6805.62344307612,-8227.53958373544,-62.452171861578336,0.1,87.0,1.0
10505.0,10529.0,20370.0,20394.0,8025.0,8045.0,20553.0,20578.0,6803.201603798075,-8222.313365402159,-62.39481492569621,6801.446499107491,-8218.517903414106,-62.40302690097451,0.1,87.0,1.0
10530.0,10641.0,20395.0,20506.0,5312.0,1663.0,20579.0,20691.0,6840.219345539044,-8310.590844474531,-62.613394436067665,6823.204095268474,-8318.926246863903,-62.699101443492964,0.1,87.0,1.0
10642.0,10841.0,20507.0,20706.0,4045.0,3825.0,20692.0,20892.0,6810.58496332687,-8190.734482439691,-62.368847979915245,6786.054425257859,-8173.724369589184,-62.40778002860634,0.1,89.0,0.0
10842.0,10883.0,20707.0,20748.0,6155.0,6038.0,20893.0,20935.0,6759.438214941144,-8201.02130250225,-62.464753821139766,6756.430215436516,-8194.66555811785,-62.42035677981676,0.1,89.0,0.0
10884.0,10915.0,20749.0,20780.0,6207.0,6126.0,20936.0,20968.0,6764.004095173657,-8210.779527323557,-62.35521148857015,6761.791090556818,-8206.031030903603,-62.42072341159883,0.1,89.0,0.0
10916.0,11113.0,20781.0,20978.0,555.0,203.0,20969.0,21167.0,6786.1571910231105,-8173.924339884029,-62.40614690870325,6810.423869944008,-8190.831486683174,-62.37080127849049,0.1,89.0,0.0
11114.0,11271.0,20979.0,21136.0,10797.0,4127.0,21168.0,21326.0,6830.118841832772,-8232.535738636785,-62.446822871041604,6818.724431589562,-8208.056272927945,-62.346923676121605,0.1,89.0,0.0
11272.0,11428.0,21137.0,21293.0,300.0,1.0,21327.0,21484.0,6818.5262586629915,-8208.149978218516,-62.34383313756871,6829.947749697954,-8232.632939767764,-62.445765863614724,0.1,89.0,0.0
11429.0,11608.0,21294.0,21473.0,2311.0,11526.0,21485.0,21665.0,6848.390926161895,-8271.729882486048,-62.48737939747207,6835.636085816843,-8244.349088825462,-62.46906868310907,0.1,89.0,0.0
11609.0,11789.0,21474.0,21654.0,67.0,1850.0,21666.0,21847.0,6835.455368934167,-8244.413461507611,-62.46595874080731,6848.220615810429,-8271.81704618542,-62.48931025935963,0.1,89.0,0.0
11790.0,12094.0,21655.0,21959.0,2667.0,14068.0,21848.0,22153.0,6824.446237506251,-8322.02465596152,-62.678492640889544,6854.2496741627665,-8284.31258518766,-62.41608507216915,0.1,89.0,0.0
12095.0,12285.0,21960.0,22150.0,2908.0,2728.0,22154.0,22345.0,6787.7018530026435,-8316.468299956574,-62.60301797531611,6811.306162455332,-8328.32368277297,-62.67271848188602,0.1,89.0,0.0
12286.0,12471.0,22151.0,22336.0,1533.0,1378.0,22346.0,22532.0,6811.190589682289,-8328.131961705374,-62.6713434846929,6787.897035818193,-8316.37565238397,-62.60310415773847,0.1,89.0,0.0
12472.0,12651.0,22337.0,22516.0,11233.0,13498.0,22533.0,22713.0,6768.497031810499,-8275.365460905527,-62.59387992634811,6781.235443028461,-8302.723591996699,-62.6041431656804,0.1,89.0,0.0
12652.0,12832.0,22517.0,22697.0,1376.0,1082.0,22714.0,22895.0,6781.430827674127,-8302.641932800901,-62.602243940052176,6768.7082774810515,-8275.277497966596,-62.59698927316049,0.1,89.0,0.0
12833.0,12966.0,22698.0,22831.0,3349.0,3201.0,22896.0,23030.0,6752.7837058741925,-8241.651102788248,-62.447351954383976,6762.213161187457,-8261.810317150645,-62.53955378505725,0.1,89.0,0.0
12967.0,13100.0,22832.0,22965.0,1081.0,949.0,23031.0,23165.0,6762.379595333814,-8261.73019685286,-62.539625831185276,6752.945113384313,-8241.57108451899,-62.44741882295466,0.1,89.0,0.0
13101.0,13252.0,22966.0,23117.0,6099.0,3589.0,23166.0,23318.0,6748.077493212635,-8191.446662633274,-62.38536229769716,6739.1466494009255,-8212.391664670093,-62.45499867736726,0.1,89.0,0.0
13253.0,13401.0,23118.0,23266.0,727.0,618.0,23319.0,23468.0,6739.342115877283,-8212.313991421732,-62.45410457315393,6748.168871790948,-8191.627875743389,-62.385692872078835,0.1,89.0,0.0
13402.0,13544.0,23267.0,23409.0,16268.0,16428.0,23469.0,23612.0,6783.663654784921,-8252.9951602064,-62.52384853124295,6773.366004274435,-8230.91094982898,-62.50522415056594,0.1,89.0,0.0
13545.0,13687.0,23410.0,23552.0,7454.0,7308.0,23613.0,23756.0,6773.184082225233,-8231.017367759643,-62.505169103385924,6783.473110532804,-8253.069719906123,-62.52474295863658,0.1,89.0,0.0
13688.0,13844.0,23553.0,23709.0,6641.0,15818.0,23757.0,23914.0,6801.641782091733,-8291.502031690075,-62.6031870297802,6790.353739018105,-8267.313319790079,-62.59960333396111,0.1,89.0,0.0
13845.0,14003.0,23710.0,23868.0,16020.0,7092.0,23915.0,24074.0,6790.184666457237,-8267.411470648081,-62.59955131482775,6801.4738822035415,-8291.610169907191,-62.604149387512734,0.1,89.0,0.0
14004.0,14096.0,23869.0,23961.0,6847.0,6717.0,24075.0,24168.0,6815.071052133359,-8320.192496397362,-62.69407079326584,6808.294926483833,-8305.764992993722,-62.61993582479363,0.1,89.0,0.0
14097.0,14191.0,23962.0,24056.0,7015.0,6930.0,24169.0,24264.0,6808.144127648934,-8305.826834023042,-62.61985589144024,6814.905057778443,-8320.295595058642,-62.69502871216264,0.1,89.0,0.0
14192.0,14233.0,24057.0,24098.0,7694.0,7579.0,24265.0,24307.0,6756.2463348546335,-8194.772995570975,-62.42030085011993,6759.256877646808,-8201.106688498649,-62.46567210664989,0.1,89.0,0.0
14234.0,14264.0,24099.0,24129.0,10845.0,14850.0,24308.0,24339.0,6820.918573688902,-8244.300228316046,-62.4892571316318,6825.526032140994,-8242.192928450911,-62.488445900994066,0.1,89.0,0.0
14265.0,14290.0,24130.0,24155.0,13381.0,13309.0,24340.0,24366.0,6812.054100553682,-8295.31587211127,-62.55927828955919,6815.988414887755,-8293.457118160431,-62.62104964207492,0.1,89.0,0.0
14291.0,14322.0,24156.0,24187.0,7607.0,7541.0,24367.0,24399.0,6761.588872147506,-8206.121844262774,-62.419626588373376,6763.810680746541,-8210.860177681208,-62.35711084824197,0.1,89.0,0.0
14323.0,14356.0,24188.0,24221.0,3607.0,3416.0,24400.0,24434.0,6740.667929813801,-8215.609730186132,-62.4477712834223,6743.017423614063,-8220.706470565978,-62.42385465433608,0.1,89.0,0.0
14357.0,14390.0,24222.0,24255.0,948.0,709.0,24435.0,24469.0,6743.161737853392,-8220.61977114536,-62.423894823134106,6740.8122224473445,-8215.523040576685,-62.44881145778754,0.1,89.0,0.0
14391.0,14435.0,24256.0,24300.0,3773.0,3698.0,24470.0,24515.0,6766.5494924128725,-8182.8156691770555,-62.426785912392006,6759.808420727342,-8185.960932149104,-62.42069851522456,0.1,89.0,0.0
14436.0,14480.0,24301.0,24345.0,616.0,571.0,24516.0,24561.0,6759.882144763343,-8186.159464931079,-62.41903273920843,6766.637375615397,-8183.022931938893,-62.42614639084877,0.1,89.0,0.0
14481.0,14502.0,24346.0,24367.0,14137.0,14026.0,24562.0,24584.0,6844.862257492062,-8279.886377050334,-62.63423196080248,6841.513941986063,-8281.393069943237,-62.64260765190011,0.1,89.0,0.0
14503.0,14524.0,24368.0,24389.0,13967.0,13901.0,24585.0,24607.0,6841.593403655602,-8281.577521595009,-62.642933582984824,6844.945689686438,-8280.069709674308,-62.63356068909434,0.1,89.0,0.0
14525.0,14550.0,24390.0,24415.0,13829.0,13760.0,24608.0,24634.0,6815.911969985611,-8293.271625327794,-62.61972554484555,6811.959347349193,-8295.115745933515,-62.55891551211107,0.1,89.0,0.0
14551.0,14580.0,24416.0,24445.0,11598.0,11496.0,24635.0,24665.0,6825.435652100897,-8242.012717259604,-62.484115138931884,6820.828222775506,-8244.121011178862,-62.4869277009625,0.1,89.0,0.0
14581.0,14624.0,24446.0,24489.0,16145.0,10931.0,24666.0,24710.0,6794.060357503202,-8256.89012608394,-62.58397639863415,6800.636701051109,-8253.808003332815,-62.554971353907604,0.1,89.0,0.0
14625.0,14668.0,24490.0,24533.0,11404.0,15946.0,24711.0,24755.0,6800.554119491913,-8253.616643768617,-62.553634426524695,6793.980918134063,-8256.705686541725,-62.58265181686147,0.1,89.0,0.0
14669.0,14712.0,24534.0,24577.0,13683.0,13570.0,24756.0,24800.0,6797.69476555089,-8301.790872749636,-62.574434486718474,6791.0715544380555,-8304.878883641835,-62.61242371636217,0.1,89.0,0.0
14713.0,14756.0,24578.0,24621.0,13496.0,13457.0,24801.0,24845.0,6791.16166767045,-8305.04710811603,-62.611739796072015,6797.770602113068,-8301.942370276527,-62.573713485805456,0.1,89.0,0.0
14757.0,14800.0,24622.0,24665.0,11093.0,16195.0,24846.0,24890.0,6773.283048068136,-8266.568344107734,-62.52249084345476,6779.825499655973,-8263.544811567093,-62.51550001123678,0.1,89.0,0.0
14801.0,14844.0,24666.0,24709.0,15892.0,11163.0,24891.0,24935.0,6779.7290116135555,-8263.358719782374,-62.513155146623376,6773.162720167156,-8266.389667854757,-62.5231303498781,0.1,89.0,0.0
14845.0,15147.0,24710.0,25012.0,14068.0,1604.0,24936.0,25239.0,6854.07487353236,-8284.372855914078,-62.42297602002054,6824.361394519174,-8321.872300167755,-62.67820208706098,0.1,89.0,0.0
15148.0,15399.0,25013.0,25264.0,10543.0,10543.0,25240.0,25492.0,6779.497776278742,-8182.444172815883,-62.33904957985624,6779.497776278742,-8182.444172815883,-62.33904957985624,0.1,89.0,0.0
15400.0,15718.0,25265.0,25583.0,18850.0,17733.0,25493.0,25812.0,6796.766500590514,-8219.37711063714,-62.354153450129616,6796.766500590514,-8219.37711063714,-62.354153450129616,0.1,89.0,0.0
15719.0,16001.0,25584.0,25866.0,17718.0,17718.0,25813.0,26096.0,6813.689678649831,-8255.589746626398,-62.449212965122115,6813.689678649831,-8255.589746626398,-62.449212965122115,0.1,89.0,0.0
16002.0,16217.0,25867.0,26082.0,10687.0,10686.0,26097.0,26313.0,6826.269513516501,-8281.442233601267,-62.62534647170105,6826.269513516501,-8281.442233601267,-62.62534647170105,0.1,89.0,0.0
16218.0,16328.0,26083.0,26193.0,5819.0,5820.0,26314.0,26425.0,6808.589609274276,-8202.050024219501,-62.35933561801585,6808.589609274276,-8202.050024219501,-62.35933561801585,0.1,89.0,0.0
16329.0,16444.0,26194.0,26309.0,17832.0,18131.0,26426.0,26542.0,6782.865208364376,-8214.222752666268,-62.36768779919021,6782.865208364376,-8214.222752666268,-62.36768779919021,0.1,89.0,0.0
16445.0,16566.0,26310.0,26431.0,16516.0,16516.0,26543.0,26665.0,6762.245654557377,-8223.79093115288,-62.38019826579011,6762.245654557377,-8223.79093115288,-62.38019826579011,0.1,89.0,0.0
